path,audio,transcription,english_transcription,intent_class,lang_id,similarity,tts_time
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602b9b02bb1e6d0fbce91f61.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602b9b02bb1e6d0fbce91f61.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",I have to pay bills at 2,I have to pay bills at 2,13,4,0.693067193031311,1.5900356769561768
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602ba736bb1e6d0fbce920c3.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602ba736bb1e6d0fbce920c3.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.        ,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",epic to make a payment on the bill,epic to make a payment on the bill,13,4,0.8512002229690552,1.5929584503173828
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602b9ad3bb1e6d0fbce91f5e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602b9ad3bb1e6d0fbce91f5e.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.00048828,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",hello I'm calling to pay for my electric and water bill or can I make this payment,hello I'm calling to pay for my electric and water bill or can I make this payment,13,4,0.8916239738464355,1.6671028137207031
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602ba53bbb1e6d0fbce92061.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602ba53bbb1e6d0fbce92061.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00024414,
        0.00024414, -0.00024414]), 'sampling_rate': 8000}",hi I'm trying to pay my bill using my card,hi I'm trying to pay my bill using my card,13,4,0.856842041015625,1.7874464988708496
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602badcabb1e6d0fbce92212.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602badcabb1e6d0fbce92212.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I need to pay my credit card bill,I need to pay my credit card bill,13,4,0.8505139350891113,1.613036870956421
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602b9f4abb1e6d0fbce91fc4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602b9f4abb1e6d0fbce91fc4.wav', 'array': array([-0.00024414, -0.00024414,  0.        , ..., -0.02282715,
       -0.00891113, -0.00048828]), 'sampling_rate': 8000}",I wanted to make a payment on my bill,I wanted to make a payment on my bill,13,4,0.7270050048828125,1.6119844913482666
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602bad1fbb1e6d0fbce921e3.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602bad1fbb1e6d0fbce921e3.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.0045166 , 0.00402832,
       0.00170898]), 'sampling_rate': 8000}",I have to pay my bill,I have to pay my bill,13,4,0.8092615008354187,1.888068437576294
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602ba49705f96973d6794430.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602ba49705f96973d6794430.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.01599121,
        0.04382324, -0.03405762]), 'sampling_rate': 8000}",I would like to make a payment,I would like to make a payment,13,4,0.7650742530822754,1.5975475311279297
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602ba97dbb1e6d0fbce92128.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602ba97dbb1e6d0fbce92128.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",I have to pay a bill,I have to pay a bill,13,4,0.7523260116577148,1.6198675632476807
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602badfc05f96973d67944ea.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602badfc05f96973d67944ea.wav', 'array': array([ 0.00024414,  0.        ,  0.00024414, ..., -0.00024414,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",I want to pay off my entire balance,I want to pay off my entire balance,13,4,0.8367316722869873,1.6175432205200195
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602bac65bb1e6d0fbce921c8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602bac65bb1e6d0fbce921c8.wav', 'array': array([ 0.00024414,  0.        ,  0.        , ...,  0.        ,
        0.00024414, -0.00024414]), 'sampling_rate': 8000}",I'd like to pay my electricity bill,I'd like to pay my electricity bill,13,4,0.868510365486145,1.607469081878662
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~PAY_BILL\602bb2c5963e11ccd901ce52.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~PAY_BILL\\602bb2c5963e11ccd901ce52.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I am calling because I want to pay a bill,I am calling because I want to pay a bill,13,4,0.8246443271636963,1.7489564418792725
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba78dbb1e6d0fbce920d4.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba78dbb1e6d0fbce920d4.wav', 'array': array([ 0.00024414,  0.        , -0.00024414, ..., -0.00073242,
        0.00097656,  0.00097656]), 'sampling_rate': 8000}",oh yeah hi I need fastest topical transactions on my card freeze my card block my card or something,oh yeah hi I need fastest topical transactions on my card freeze my card block my card or something,9,4,0.8659623265266418,1.675286054611206
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602b9cd7bb1e6d0fbce91f98.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602b9cd7bb1e6d0fbce91f98.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",freeze my card please,freeze my card please,9,4,0.7925901412963867,1.6535468101501465
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba7a1963e11ccd901ccfa.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba7a1963e11ccd901ccfa.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hi I've lost my bank card and please stop all transactions I don't want anybody using my card for anything I don't know where it is can you do this for me thank you,hi I've lost my bank card and please stop all transactions I don't want anybody using my card for anything I don't know where it is can you do this for me thank you,9,4,0.8918311595916748,1.8638074398040771
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baeca5f67b421554f64c1.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baeca5f67b421554f64c1.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ..., -0.00048828,
       -0.00048828, -0.00048828]), 'sampling_rate': 8000}",I want to stop all transactions this card,I want to stop all transactions this card,9,4,0.8032983541488647,1.7817018032073975
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba947bb1e6d0fbce92119.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba947bb1e6d0fbce92119.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",good morning single lost my ATM card like a debit card I need to put a freezer,good morning single lost my ATM card like a debit card I need to put a freezer,9,4,0.89820796251297,1.8121211528778076
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba1ed05f96973d6794409.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba1ed05f96973d6794409.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ..., -0.00048828,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",hi I've lost my card and so I think I might know where it is but could you freeze it for right now I don't want any transactions to happen on it until I can find it,hi I've lost my card and so I think I might know where it is but could you freeze it for right now I don't want any transactions to happen on it until I can find it,9,4,0.8928749561309814,1.7749135494232178
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602bac7e5f67b421554f6484.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602bac7e5f67b421554f6484.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ..., -0.00097656,
       -0.00073242, -0.00073242]), 'sampling_rate': 8000}",Uncle freeze my card,Uncle freeze my card,9,4,0.7621537446975708,1.608412742614746
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba9e2bb1e6d0fbce92143.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba9e2bb1e6d0fbce92143.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",hi I need to freeze my card please,hi I need to freeze my card please,9,4,0.8572989106178284,1.7512433528900146
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602b99675f67b421554f6381.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602b99675f67b421554f6381.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",I want you to freeze a whole transactions on my card place,I want you to freeze a whole transactions on my card place,9,4,0.8393069505691528,1.7643074989318848
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602b9e95bb1e6d0fbce91fbb.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602b9e95bb1e6d0fbce91fbb.wav', 'array': array([-0.00097656, -0.00170898, -0.0012207 , ...,  0.00024414,
        0.00048828,  0.00024414]), 'sampling_rate': 8000}",hi I lost my card I'd like to freeze my card softball transactions I don't know where I put it I'm not sure if it was stolen or not so I'd like it to be frozen so that nothing can happen thank you very much,hi I lost my card I'd like to freeze my card softball transactions I don't know where I put it I'm not sure if it was stolen or not so I'd like it to be frozen so that nothing can happen thank you very much,9,4,0.9345952272415161,1.816786766052246
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba3845f67b421554f63e5.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba3845f67b421554f63e5.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.00024414,  0.00048828]), 'sampling_rate': 8000}",hi there I wanted to call to make sure that you got to stop and block my card store,hi there I wanted to call to make sure that you got to stop and block my card store,9,4,0.8690165877342224,1.7607371807098389
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba6ff5f67b421554f6421.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba6ff5f67b421554f6421.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ..., -0.00341797,
       -0.00195312, -0.00341797]), 'sampling_rate': 8000}",Five Nights at Freddy's my car seats,Five Nights at Freddy's my car seats,9,4,0.8467459678649902,1.7639477252960205
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba64005f96973d679444e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba64005f96973d679444e.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00097656,
       0.00195312]), 'sampling_rate': 8000}",hey I suspect that there's been some fraud with my credit card so I would like to put a freeze on my card so that there can be no more used to it,hey I suspect that there's been some fraud with my credit card so I would like to put a freeze on my card so that there can be no more used to it,9,4,0.9259356260299683,1.814831256866455
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602bac02963e11ccd901cd9d.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602bac02963e11ccd901cd9d.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ..., -0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",I'd like to freeze my card,I'd like to freeze my card,9,4,0.9003309607505798,1.7750523090362549
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baf0405f96973d679450c.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baf0405f96973d679450c.wav', 'array': array([ 0.00024414,  0.        ,  0.        , ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",I'm going to be needing someone to stop my card right now can they freeze it for me please,I'm going to be needing someone to stop my card right now can they freeze it for me please,9,4,0.862086832523346,1.6509592533111572
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602bad6cbb1e6d0fbce921f8.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602bad6cbb1e6d0fbce921f8.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",see the security hold put on my card,see the security hold put on my card,9,4,0.8521937131881714,1.6200428009033203
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba47f05f96973d679442e.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba47f05f96973d679442e.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.        ,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",can I freeze my card,can I freeze my card,9,4,0.8415864706039429,1.5956766605377197
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba7375f67b421554f642a.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba7375f67b421554f642a.wav', 'array': array([-0.00024414, -0.00024414, -0.00024414, ...,  0.00048828,
        0.00073242,  0.0012207 ]), 'sampling_rate': 8000}",I need to freeze my card,I need to freeze my card,9,4,0.8029657006263733,1.6090912818908691
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602b9c29bb1e6d0fbce91f79.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602b9c29bb1e6d0fbce91f79.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",honey I like to freeze my card,honey I like to freeze my card,9,4,0.729469358921051,1.6567637920379639
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba3cc963e11ccd901cc7b.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba3cc963e11ccd901cc7b.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00024414,
       0.        ]), 'sampling_rate': 8000}",freeze my card,freeze my card,9,4,0.7509549856185913,1.7764942646026611
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602b98ec05f96973d67943a0.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602b98ec05f96973d67943a0.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00073242, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",could you please freeze my card and make sure no transaction happens melim,could you please freeze my card and make sure no transaction happens melim,9,4,0.803748369216919,1.7364583015441895
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baa075f67b421554f645f.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baa075f67b421554f645f.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00048828,
       0.00073242]), 'sampling_rate': 8000}",hello GIF I'm going cuz my card got stolen I would like to stop all transactions for my car completely,hello GIF I'm going cuz my card got stolen I would like to stop all transactions for my car completely,9,4,0.8769334554672241,1.7746140956878662
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baf3cbb1e6d0fbce922b3.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baf3cbb1e6d0fbce922b3.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00024414,
       0.        ]), 'sampling_rate': 8000}",I'd like to place a freeze on my card,I'd like to place a freeze on my card,9,4,0.815165638923645,1.6232316493988037
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602bafaa5f67b421554f64dd.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602bafaa5f67b421554f64dd.wav', 'array': array([ 0.00024414,  0.00024414, -0.00024414, ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,9,4,0.8966039419174194,1.6772181987762451
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baf2b5f67b421554f64d1.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baf2b5f67b421554f64d1.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
        0.00024414,  0.00048828]), 'sampling_rate': 8000}",freeze my card,freeze my card,9,4,0.8295353651046753,1.6196191310882568
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baed5bb1e6d0fbce92287.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baed5bb1e6d0fbce92287.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00744629, 0.00500488,
       0.0045166 ]), 'sampling_rate': 8000}",freeze my debit card I want to stop at all transactions coming in please lock my car,freeze my debit card I want to stop at all transactions coming in please lock my car,9,4,0.9193133115768433,1.661747932434082
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602bb461963e11ccd901ce54.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602bb461963e11ccd901ce54.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I would like you to freeze all transactions on my card please,I would like you to freeze all transactions on my card please,9,4,0.800412654876709,1.8453645706176758
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602baf5dbb1e6d0fbce922ba.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602baf5dbb1e6d0fbce922ba.wav', 'array': array([ 0.00024414, -0.00024414,  0.        , ...,  0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",I'd like to freeze my card,I'd like to freeze my card,9,4,0.8353726863861084,1.7411904335021973
C:\Users\spn\.cache\huggingface\datasets\downloads\extracted\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\en-US~FREEZE\602ba5c75f67b421554f640d.wav,"{'path': 'C:\\Users\\spn\\.cache\\huggingface\\datasets\\downloads\\extracted\\c42d4735703a74ac31abad9d45de5310e7a455ef4e43c30bac98225a885c9639\\en-US~FREEZE\\602ba5c75f67b421554f640d.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",I lost my card and need to freeze my account,I lost my card and need to freeze my account,9,4,0.7905435562133789,1.6372859477996826
