Original Transcription,Predicted Transcription,Prediction Time (s),Audio Length (s),WER,CER,MER,RTF
I'm trying to use your app to access health and FYI login very weird error message it says cannot connect to server and I'm just wondering if you had any website issues going on,hello i'm trying to use your app to access my mank accounts and after i log in i'm receiving a very weird error message that says cannot connect to server and i was just wondering if you had any website issues going on,0.25197649002075195,15.139375,0.4411764705882353,0.2994350282485876,0.3488372093023256,0.0166437841734386
is the app not working I can't access my account,is the app not working i can't access my account,0.23015761375427246,5.20125,0.1,0.020833333333333332,0.1,0.04425044244254217
the mobile app keeps crashing on my phone,the mobile app keeps crashing on my phone,0.22110509872436523,3.669375,0.0,0.0,0.0,0.06025688263651582
hi so I'm using your app on my phone and the app isn't working properly so I was wondering if you guys could help me,hi um so i'm using your um app on my phone and um the app isn't working properly so i was wondering if you guys could help me,0.3358943462371826,16.384,0.2,0.09482758620689655,0.17857142857142858,0.02050136390607804
I'm usually asleep use the app for my big services and today it's not working any help me access my account,i'm us i usually um use the app for my bank services and today it's not working um can you help me access my account,0.22156739234924316,12.117375,0.38095238095238093,0.205607476635514,0.32,0.018285098245225815
the app does not load,the app does not load the app does not load to my account,0.25223803520202637,15.616,1.6,1.7142857142857142,0.6153846153846154,0.01615253811488386
hi I recently downloaded your app and Android can you please tell me,hi i recently downloaded your app and it continues not to work for me i'm on an android can you please help me so that i can use your app,0.22003650665283203,12.288,1.5384615384615385,1.0735294117647058,0.6666666666666666,0.017906616752346356
hi I'm having issue with your app coming up on my phone and being able to walk again,hi i'm having an issue with your app i'm actually having issue with it coming up on my phone and being able to log in could you please help me with this,0.23191428184509277,13.824,0.9444444444444444,0.8928571428571429,0.53125,0.016776206730692474
your mobile app isn't working,your mobile app isn't working,0.2188396453857422,6.656,0.0,0.0,0.0,0.03287855249184829
stop is not working properly or at all I can't access anything,the app is not working properly or at all i can't access anything,0.21715497970581055,6.687375,0.25,0.11290322580645161,0.23076923076923078,0.03247237962665628
hi good morning to you don't like to make a complaint I've been trying to look up my house I don't know why thank you,hi good morning please i would like to make a complaint if i i've been trying to load up my hub and i've been unloading i don't know why it's very help me look introdu thank you,0.2192370891571045,9.984,0.76,0.6581196581196581,0.5135135135135135,0.02195884306461383
hi I was just using the banking app that you guys have on my phone and it's not loading up it's saying that it can't access my account and then it won't go through the help me with this,hi i was just using the banking app that you guys have on my phone and it's not loading up it's saying that it can't access my account and that it won't go through can you help me with this,0.27851080894470215,16.64,0.10256410256410256,0.05405405405405406,0.1,0.016737428422157582
the app is not working and I can't access any of my account information,the app is not working and i can't access any of my account information,0.2365577220916748,6.570625,0.07142857142857142,0.014084507042253521,0.07142857142857142,0.03600231668854558
hello I'm having a problem with my with the app it won't load my account,hello i'm having a problem with my with the app it won't load my account,0.22538471221923828,12.970625,0.06666666666666667,0.013888888888888888,0.06666666666666667,0.017376549874754555
I'm using my banking app and it's not working the way it's supposed to,i'm using my banking app and it's not working the way it's supposed to,0.23111176490783691,6.741375,0.07142857142857142,0.014285714285714285,0.07142857142857142,0.034282585512278564
hi I'm just calling to talk to technical support because the app is not working on my phone it will not load My Account Details,hi i'm just calling to um talk to technical support because the app is not working on my phone um it will not load my account details,0.22652888298034668,11.52,0.24,0.07874015748031496,0.2222222222222222,0.01966396553648843
the office not working correctly,the app is not working correctly,0.2227153778076172,6.229375,0.4,0.1875,0.3333333333333333,0.035752443512811025
yeah I know I just wanted to ask you a quick question I'm trying to access the app for for your bank and it's not loading properly I can't stand in curtailing it says please try again in a few minutes,yeah hi there i just wanted to ask a quick question i'm trying to access the app for your bank and it's not loading properly i can't see anything there's just a spinning cursor and it says please try again in a few minutes i come out of the app and i try it again still nothing happens is there any help i can get,0.29788923263549805,22.357375,0.8780487804878049,0.715,0.5373134328358209,0.013323980683577479
I am trying to use but I'm having a hard time can you help me out,hi i'm trying to use your app but i'm having a hard time can you help me out,0.22214770317077637,6.4,0.3125,0.2153846153846154,0.2777777777777778,0.03471057862043381
use the app and it is literally not working it's not showing my transactions for Sunday I'm trying to get you a bill and also check the status of a text that needs to be cleared and the app keeps closing it keeps crashing and it's not showing anything on my end,hi i'm trying to use the app and it is literally not working it's not showing my transactions from sunday i'm trying to pay a bill and also check the status of a check that needs to be cleared and the app keeps closing it keeps crashing and it's not showing anything on my end,0.3159518241882324,21.589375,0.19230769230769232,0.11877394636015326,0.17857142857142858,0.014634597999628633
app will not load on my phone,this app will not load on my phone,0.23180913925170898,5.205375,0.14285714285714285,0.1724137931034483,0.125,0.0445326492811198
I'm trying to use the information in an error message,i'm trying to use the app and the app will not load my account information it's giving me an error message saying it's being serviced and now i canot access my account as soon as gets down for maintenance after the maintenance i'll be able to use it again,0.2801060676574707,17.237375,4.1,3.830188679245283,0.8367346938775511,0.016249925969439704
I've been using this app for taxes my bank account but my balance doesn't load at all is there somewhere you can fix it,so i've been using you know this app for to access my bank account but my balance doesn't load at all is there some way you can fix that,0.2232353687286377,11.861375,0.375,0.2184873949579832,0.3103448275862069,0.01882036178171904
having trouble with the app I'm not able to see my account balance and when I try to click on it it crashes,hello i'm having trouble with the app um i'm not able to view my account balance and when i try to click on it it crashes,0.2849283218383789,9.642625,0.2608695652173913,0.16822429906542055,0.23076923076923078,0.029548833625530277
the app isn't working correctly am I able to access my bank account,the app isn't working correctly and i'm unable to access my bank account,0.23313379287719727,5.290625,0.23076923076923078,0.1044776119402985,0.23076923076923078,0.04406545405830072
good morning I'm trying to use the Android app to access my account information and it says that I have no accounts to service online,yes good morning i was trying to use the android app to access my account information and it says that i have no accounts to service online i was wondering if you could tell me when this information would be available again for me thanks a lot,0.3267028331756592,24.490625,1.0,0.8646616541353384,0.5319148936170213,0.013339914076331623
it's not working now I cannot get into my account,math is not working now i cannot get into my account,0.2369539737701416,6.741375,0.3,0.12244897959183673,0.2727272727272727,0.03514920528380955
KeyBank app is not properly working,it seems as though the bank app is not properly working,0.2605555057525635,6.130125,1.0,0.6571428571428571,0.5454545454545454,0.0425041097453255
hi I'm trying to use your app online it doesn't mean service now I can't get to my account I can't see my balance can you help me with this please,hi i'm trying to use your app online it says it's being serviced and now i can't get to my account i can't see my balance can you help me with this please,0.2393326759338379,13.397375,0.25806451612903225,0.1232876712328767,0.24242424242424243,0.017864146964150656
hello I'm trying to use your app for your bank service and for some reason doesn't seem to load whenever I'm trying to check my,hello i'm trying to use your app for your bank service and for some reason the app doesn't seem to load whenever i'm trying to check my bank statement,0.2306499481201172,8.704,0.24,0.1968503937007874,0.20689655172413793,0.026499304701300228
I'm hoping you can help me I can't access my account it just says that the app is being serviced,hi i'm hoping you can help me i can't access my account it just says that the app is being serviced,0.2197713851928711,12.032,0.15,0.052083333333333336,0.14285714285714285,0.018265573902333035
if my app is not loading and I cannot access my account,yes my app is not loading and i cannot access my accounts,0.26845741271972656,6.058625,0.25,0.09090909090909091,0.25,0.044309956915921773
are there another new problem with the app not loading properly,hi there i'm having a problem with the app not loading properly,0.25542354583740234,4.352,0.36363636363636365,0.20634920634920634,0.3333333333333333,0.058691072113373696
the app is malfunctioning,the app is malfunctioning,0.2217082977294922,5.034625,0.0,0.0,0.0,0.04403670536127163
hi I'm trying to use the banking app on my phone and currently my checking and savings account balance is not refreshing,hi i'm trying to use the banking app on my phone and currently my checking and savings account balance is not refreshing,0.22937655448913574,7.850625,0.045454545454545456,0.008333333333333333,0.045454545454545456,0.029217617003631652
hello I'm calling for technical difficulties I cannot access my bank account and I was wondering what the problem is thank you,hello i'm calling for technical difficulties i cannot access my bank account and i was wondering what the problem is thank you,0.2584061622619629,9.386625,0.13636363636363635,0.023809523809523808,0.13636363636363635,0.02752918778175999
yes hello I'm calling because my mobile app doesn't work,yes hello i'm calling because my mobile app from your bank doesn't work yeah it freezes on the main screen oh okay okay so it will work in couple of minutes okay thank you,0.3160686492919922,21.919625,2.5,2.0714285714285716,0.7352941176470589,0.014419436887811365
my transactions aren't loading,my transactions aren't loading,0.25385189056396484,2.474625,0.0,0.0,0.0,0.10258196315157442
the app is not working,the app is not working,0.22192955017089844,2.986625,0.0,0.0,0.0,0.07430780569067039
hi there I'm having difficulties using your ass I can't get it to log on or work properly thanks,hi there i'm having difficulties using your app i can't get it to log on or work properly thanks,0.2575802803039551,11.145625,0.15789473684210525,0.041666666666666664,0.15789473684210525,0.023110438427989016
hi I'm just calling because the after that usually used my bank is not working properly as soon as I open the app it just my account balance at whenever I am able to get on the app it's only my account balance wrong. I am,hi i'm just calling because the app that i usually use for my bank is not working properly as soon as i open the app it just doesn't load and it clips i know my account balance is whenever i am able to get on the app it's showing my account balance wrong i know that i have an account balance that is higher it will not show me that and i am also just being locked out there are some error messages coming up saying that the app is trying to be fixed but i just cannot get on it long enough yeah i would like some help because the app is pretty defective i've already tried to restart the app restart my phone but the app is just really faulty right now,0.7807760238647461,52.394625,2.108695652173913,2.0316742081447963,0.7238805970149254,0.014901834374513534
hi yes I like to change my address,hi yes i'd like to change my address,0.20870423316955566,4.266625,0.125,0.08823529411764706,0.125,0.04891553233986011
hi Dan Conchas I need to register my new address with you guys so I wanted to change my address on bank account,hi there i'm calling cause um i need to um to register my new address with you guys so i wanted to change my address on the bank account thanks,0.2328634262084961,10.325375,0.4782608695652174,0.36936936936936937,0.36666666666666664,0.022552539371063628
hi I just moved and I need to change my address on file,hi i just moved and i need to change my address on file,0.25473976135253906,8.96,0.15384615384615385,0.03636363636363636,0.15384615384615385,0.028430776936667304
I would like to change my address,i would like to change my address,0.20423412322998047,4.365375,0.14285714285714285,0.030303030303030304,0.14285714285714285,0.04678501233685089
change my address,change my address,0.21145415306091309,3.669375,0.0,0.0,0.0,0.057626749258637526
let's change my address in your system,i'd like to change my address in your system,0.21265292167663574,4.096,0.42857142857142855,0.23684210526315788,0.3333333333333333,0.0519172172062099
good morning yes I'm moving and quick and I need to change my address of record,good morning yes i'm moving next week and i need to change my address of record,0.2129058837890625,9.130625,0.25,0.12658227848101267,0.25,0.0233177776755767
so I moved to a different house and I was wondering I wanted to,yeah so i moved to a different uh house and i was want i wanted to uh to change my address i wanted to update it,0.28241753578186035,8.362625,1.1428571428571428,0.8888888888888888,0.6153846153846154,0.03377139783044922
how do I change my address,how do i change my address,0.2014014720916748,2.901375,0.16666666666666666,0.038461538461538464,0.16666666666666666,0.06941587078253408
I need to change my address,i need to change my address,0.2433764934539795,2.474625,0.16666666666666666,0.037037037037037035,0.16666666666666666,0.0983488380881869
I would like to change my address,i would like to change my address,0.21465659141540527,2.56,0.14285714285714285,0.030303030303030304,0.14285714285714285,0.08385023102164268
I want to change my address,i want to change my address,0.21524500846862793,5.888,0.16666666666666666,0.037037037037037035,0.16666666666666666,0.03655655714480773
I'd like to change the address on my bank account,i would like to change the address on my bank account,0.1990976333618164,4.693375,0.2,0.12244897959183673,0.18181818181818182,0.04242099413786804
hello I like to change my address please,hello i'd like to change my address pleasepect you,0.22533607482910156,4.181375,0.375,0.275,0.3333333333333333,0.05389042475958305
yes hello I'd like to change my address please,yes hello i'd like to change my address please,0.20236515998840332,3.925375,0.1111111111111111,0.021739130434782608,0.1111111111111111,0.05155307709159082
he to update my address,i need to update my address,0.1982440948486328,4.522625,0.4,0.21739130434782608,0.3333333333333333,0.043833856410521066
hello I need to change my address since I moved,hello i need to change my address since i've moved,0.19615864753723145,5.461375,0.2,0.10638297872340426,0.2,0.03591744707829648
hi yes I want to change my address,hi yes um i want to change my address,0.2057662010192871,7.850625,0.25,0.11764705882352941,0.2222222222222222,0.026210168110091504
I'd like to change my address,i'd like to change my address,0.22240710258483887,3.993875,0.16666666666666666,0.034482758620689655,0.16666666666666666,0.05568704643606494
how do I change my address,how do i change my address,0.20766401290893555,4.644,0.16666666666666666,0.038461538461538464,0.16666666666666666,0.04471662638004641
I need to change my address can I do that here thank you,i need to change my address can i do that ear thank you,0.23606395721435547,6.570625,0.23076923076923078,0.08928571428571429,0.23076923076923078,0.035927169365829806
change my dress,can i change my address,0.2231884002685547,4.010625,1.0,0.5333333333333333,0.6,0.05564928166272207
I wanted to change my address,hi i wanted to change my address,0.23480916023254395,4.010625,0.3333333333333333,0.13793103448275862,0.2857142857142857,0.05854677518654672
I want to change my address to something else I have moved and I no longer at that particular address so again I'm calling about getting a new address for updating my address rather,hi um i want to change my address to something else i have moved and i'm no longer at that particular address uh so again i'm calling about getting a new uh um address from updating my address rather,0.24750494956970215,15.616,0.29411764705882354,0.1270718232044199,0.2564102564102564,0.01584944605338769
my address I want to change my address,my address i want to change my address,0.23902273178100586,4.437375,0.125,0.02631578947368421,0.125,0.0538657949307881
I would like to change my address what is the fossil situation thank you,hi i would like to change my address what is the process for doing so thank you,0.21562576293945312,6.314625,0.42857142857142855,0.2777777777777778,0.35294117647058826,0.03414704165955272
hi I need to change my address,hi i need to change my address,0.21517539024353027,5.290625,0.14285714285714285,0.03333333333333333,0.14285714285714285,0.04067107198932645
I'd like to change my address,i'd like to change my address,0.2636079788208008,3.498625,0.16666666666666666,0.034482758620689655,0.16666666666666666,0.0753461656567368
I was wanting to change my address please,hello i was wanting to change my address please,0.2263355255126953,5.387,0.25,0.17073170731707318,0.2222222222222222,0.0420151337502683
I want to change my address,i want to change my address,0.23575091361999512,2.730625,0.16666666666666666,0.037037037037037035,0.16666666666666666,0.08633588047424862
do I need to change my address,hello i need to change my address,0.24471187591552734,4.266625,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.05735490602420586
I just moved and I'd like to change my address,i've just moved and i'd like to change my address,0.21050429344177246,6.229375,0.2,0.10869565217391304,0.2,0.03379220121469208
I want to change my address,i like to change my hairdress,0.26055359840393066,6.997375,0.5,0.2962962962962963,0.5,0.03723590609391817
hello I would like to change my address,hello i would like to change my address,0.21408557891845703,3.925375,0.125,0.02564102564102564,0.125,0.05453888581815929
how much money can I withdraw per day from the ATM,how much money can i withdraw per day from the atm,0.21321702003479004,4.551125,0.18181818181818182,0.08,0.18181818181818182,0.04684929990602105
could you please tell me what the maximum amount of money I can withdraw from a ATM in one day would be,could you please tell me what the maximum amount of money i can withdraw from my at t m account in one day would be,0.21810555458068848,9.472,0.2727272727272727,0.1553398058252427,0.24,0.02302634655623823
I was wondering what my daily limit is at the ATM,hello i was wondering what my daily limit is at the atm,0.2848985195159912,6.501625,0.2727272727272727,0.20408163265306123,0.25,0.04381958656735681
oh I'm trying to take some money from my account and I was wondering if you could tell me how much money I have in my account so that I can know how much it is do you also know is there a limit each day that I can take maybe I can't take all of it is it like 400 or 500 a day thank you,hello i'm trying to um take some money from my uh account and i was wondering if you could tell me how much money i have in my account so that i can uh know how much it is um do you also know is there a limit each day that i can take maybe i can't take all of it but is it like four hundred or five hundred a day uh thank you,0.32024312019348145,24.234625,0.2537313432835821,0.18947368421052632,0.22666666666666666,0.01321427998962152
cycling to find out what my opinion is for withdrawals is on my account,i declined to find out what my upper limit for withdrawals is on my account,0.21268677711486816,9.938125,0.2857142857142857,0.2112676056338028,0.26666666666666666,0.021401096999169176
hi what's the maximum amount of money I can withdraw from,hi what's the maximum amount of money i can withdraw from atm,0.22797322273254395,6.656,0.18181818181818182,0.08771929824561403,0.16666666666666666,0.034250784665346146
how much money is my daily maximum amount,how much money is my daily maximum amount,0.18667006492614746,6.144,0.0,0.0,0.0,0.03038249754657348
hi I was wondering if there's any way to increase my withdrawal limit what's the maximum amount of money that I can withdraw from the ATM,hi i was wondering if there's any way to um increase my withdrawal limit um what's the maximum amount of money that i can withdraw from the atm,0.25018835067749023,15.36,0.19230769230769232,0.08029197080291971,0.17857142857142858,0.016288304080565773
how much money would I be able to withdraw the ATM,how much money would i be able to withdraw at the a t m,0.22822976112365723,4.365375,0.45454545454545453,0.18,0.35714285714285715,0.052281822552164986
good night I was wondering if you could tell me what my maximum ATM withdrawal limit would be on this account,good morning yes i was wondering if you could tell me what my maximum atm withdrawal limit would be on this account limit from an atm would be,0.519012451171875,34.133375,0.47619047619047616,0.3577981651376147,0.35714285714285715,0.015205424344117011
hello I would like to withdraw money from the ATM and I was wondering how much money can I withdraw,hello i would like to withdraw money from the atm of your bank and i was wondering how much money can i withdraw on one transaction what is the limit oh okay it's pretty low though okay okay yeah thank you bye,0.3045229911804199,22.848375,1.3,1.1717171717171717,0.6190476190476191,0.013327993399111311
what is my ATM withdrawal limit,what is my atm withdrawal limit,0.24092316627502441,4.181375,0.16666666666666666,0.0967741935483871,0.16666666666666666,0.05761816777376447
I need to go to the ATM and are usually withdrawal about $200 I wanted can I up that and make it $300 when I'm at the ATM and make my maximum amount I can take out 300 just let me know thank you,hi i need to go to the hm and i usually withdraw about two hundred dollars i wondered can i up that and make it three hundred dollars when i'm at the atm and make my maximum amount i can take out three hundred just let me know thank you,0.29001617431640625,19.114625,0.4318181818181818,0.3917525773195876,0.38,0.015172475228596232
is there a limit of how much I can watch,is there a limit of how much i can withdraw from this routine,0.22598958015441895,5.290625,0.5,0.6,0.38461538461538464,0.04271510079705497
how much money can I take out at the ATM,how much money can i take out at the atm,0.2235884666442871,3.584,0.2,0.1,0.2,0.06238517484494618
can you tell me what my my maximum amount of money I can withdraw from ATM is I want to get the holiday shopping done,can you tell me what my my maximum amount of money that i can withdraw from an atm is i want to get some holiday shopping done it'd be great if you could tell me,0.3008098602294922,9.984,0.56,0.4358974358974359,0.4,0.03012919273131933
what is the most money I can withdraw at one time from an ATM,what is the most money i can withdraw at one time from an atm,0.20709705352783203,5.57275,0.14285714285714285,0.06557377049180328,0.14285714285714285,0.03716245184654471
what is the maximum amount that I can withdraw from the ATM,what is the maximum amount that i can withdraw from the atm,0.21047639846801758,7.424,0.16666666666666666,0.06779661016949153,0.16666666666666666,0.02835080798329978
what's the maximum amount I can withdraw from an ATM,what's the maximum amount i can withdraw from an a t m,0.21237707138061523,6.570625,0.4,0.11538461538461539,0.3333333333333333,0.03232220243593498
what is the most amount of rainfall from the ATM,what does the mxim martin withdraw from the atm,0.24346184730529785,5.205375,0.6,0.5,0.6,0.046771240747361685
how much money can I withdraw at the ATM,how much money can i withdraw at the atm,0.21587061882019043,3.157375,0.2222222222222222,0.1,0.2222222222222222,0.06837028190195667
what is my cash withdrawal limit at the ATM,what is my cash withdrawal limit at the atm,0.23187518119812012,5.888,0.1111111111111111,0.06976744186046512,0.1111111111111111,0.03938097506761551
hello I am just wondering what the maximum amount I can withdraw from the ATM is,hello i am just wondering what the maximum amount i can withdraw from the at m is,0.2046828269958496,9.984,0.25,0.075,0.23529411764705882,0.02050108443468045
I'm thinking about withdrawing money from I want a lot of money today,hi i'm seeking to take out or withdraw money from the atm i want to withdraw a lot of money so i'm wondering what's the most that i can withdraw today what's the maximum amount i know for some cards there is a limit so i'm wondering for my specific card what is the limit because today i'm just trying to withdraw as much as i can if my limit is less am i able to increase it i'm just wondering exactly what the maximum or the largest amount of money i can withdraw from the atm thank you,0.5347888469696045,39.168,7.0,6.173913043478261,0.9191919191919192,0.013653718519444559
hi I was wondering what the maximum ATM withdrawal limit,hi i was wondering what the maximum at t m withdrawal limit is,0.21850275993347168,5.546625,0.5,0.17857142857142858,0.38461538461538464,0.03939382235746453
what is the maximum amount of cash that I can withdraw,what is the maximum amount of cash that i can withdraw,0.3124356269836426,5.387,0.09090909090909091,0.018518518518518517,0.09090909090909091,0.05799807443542651
what is my daily ATM withdrawal limit,what is my daily a t m withdrawal limit,0.21685385704040527,5.851375,0.42857142857142855,0.13513513513513514,0.3333333333333333,0.03706032463145932
how much money can you withdrawal,how much money can i withdraw,0.23654413223266602,4.437375,0.3333333333333333,0.15151515151515152,0.3333333333333333,0.05330722155163041
I couldn't withdraw money from an ATM for murdering what the max amount I can take out from ATM,i'd like to withdraw money from an a t m but i'm wondering what the what my max amount i can take out from the a t m is,0.22295689582824707,9.386625,0.8947368421052632,0.47368421052631576,0.5862068965517241,0.023752615644946618
how much money can I take out,how much money can i take out,0.24957990646362305,5.376,0.14285714285714285,0.034482758620689655,0.14285714285714285,0.046424833791596544
what is my limit at the ATM,what is my limit at the a t m,0.21473217010498047,3.754625,0.42857142857142855,0.18518518518518517,0.3333333333333333,0.05719137599759776
I need to withdraw money from an ATM off this morning with the maximum amount of money I can withdraw at one time is,hi i need to withdraw money from an atm i was just wondering what the the maximum amount of money i can withdraw at one time is thank you,0.22354364395141602,12.8,0.5,0.31896551724137934,0.41379310344827586,0.017464347183704376
how much cash can I pull out at your ATM,how much cash can i pull out at your a t m,0.25683069229125977,6.058625,0.4,0.15,0.3333333333333333,0.04239092076028138
what is the maximum amount of money I can take out from the ATM,what is the maximum amount of money i can take out from this a p on,0.2436840534210205,5.888,0.35714285714285715,0.14285714285714285,0.3125,0.04138655798590701
hello I just have a quick question. I was wondering what your maximum withdrawal rate is per day for your ATM services,hello uh i just have a quick and easy question uh i was wondering what your maximum withdrawal rate is per day for uh your a t m services,0.22220849990844727,14.08,0.5,0.211864406779661,0.3793103448275862,0.015781853686679493
I would like to withdraw money from an ATM and I'm wondering what the maximum amount of money I can withdraw at one time is,i would like to withdraw money from an atm and i'm wondering what the maximum amount of money i can withdraw at one time is,0.23122692108154297,11.434625,0.16,0.04878048780487805,0.16,0.020221644442344453
I'm at the ATM now and truth about my limit I want to make sure I know my ATM withdrawal limit so that I don't encourage fees,hi i'm at the atm now and i'm just curious about my limit i want to make sure that i know my atm withdrawal limit so that i don't incur any fees,0.23999595642089844,12.970625,0.48148148148148145,0.296,0.40625,0.018503037164431045
hello currently in my face cam and I wanted to know what's the max amount of money I can withdraw,hello currently i'm at the at m and i wanted to know what's the max amount of money i can withdraw,0.23385334014892578,7.509375,0.35,0.12371134020618557,0.3333333333333333,0.0311415184551212
what is the most amount of money I can withdraw,what is the most amount of money i can withdraw in one instance from an a t m,0.24287652969360352,9.984,0.9,0.6595744680851063,0.5,0.024326575490144584
what's the most amount of money I can withdraw at one time and during an entire day from an ATM machine,what's the most amount of money i can withdraw at one time and during an entire day from an atm machine,0.2596418857574463,9.984,0.09523809523809523,0.038834951456310676,0.09523809523809523,0.026005797852308322
hi I'd like to withdraw some money using my card from ATM do I have a limit on how much money I can withdraw and if so can I get that changed,hi i'd like to withdraw some money using my card from an atm do i have a limit on how much money i can withdraw and if so can i get that changed,0.29253458976745605,12.817375,0.1875,0.07092198581560284,0.18181818181818182,0.022823284000620725
yes I'm going to be traveling to the United Kingdom for a couple of weeks next month I need to know if I can use my card from from my bank account while I'm in Europe,hi yes i'm going be traveling to the united kingdom for a couple of weeks next month i need to know if i can use my card from from my bank account while i'm in europe,0.2656385898590088,17.834625,0.25,0.0783132530120482,0.24324324324324326,0.014894543050891667
I'm leaving for Amsterdam this weekend and I want to know if I can use my Wells Fargo credit card charges are there,i'm leaving for amsterdam this weekend and i want to know if i can use my wills fargo credit card on any charges i have there,0.25693440437316895,11.52,0.43478260869565216,0.1565217391304348,0.38461538461538464,0.022303333712948695
I'll be traveling abroad and I'd like to know if there's anything I need to do as far as notifying you that I'll be out of the country when I want to use my credit card,hello i i'll be travelling abroad and i'd like to know if there's anything i need to do as far as notifying you that i'll be out of the country when i want to use my credit card,0.22628402709960938,12.458625,0.2222222222222222,0.08333333333333333,0.21052631578947367,0.018162841172248895
hi yeah I'm going to go on vacation actually for a for a few weeks and I wanted to ask whether my card Works abroad can I just get some information about that,hi yeah i'm gonna go on um vacation actually for a um for a few weeks and um i wanted to ask whether my card works abroad could i just get some information about that,0.29187536239624023,19.285375,0.30303030303030304,0.13291139240506328,0.2777777777777778,0.015134544306047472
hi I'm going to be leaving the country and I'm going abroad I need to make sure that my card will work or anything that I need to do to make sure does it stop working,hi i'm gonna be leaving the country and um going abroad i need to make sure that my card will work um is there anything that i need to do to make sure it doesn't stop working,0.2417612075805664,12.288,0.3055555555555556,0.15060240963855423,0.2894736842105263,0.01967457743982474
can I use my card in another country,can i use my cars in another country,0.24068331718444824,3.925375,0.25,0.05555555555555555,0.25,0.061314732270024715
hi I'm going on vacation in a couple of weeks and I just want to know if there's anything I need to do for my card to make sure it doesn't get declined while I'm abroad,hi i'm going on vacation in a couple of weeks and i just wanted to know if there's anything i needed to do for my car just to make sure it doesn't get declined while i'm uh abroad,0.24300479888916016,12.032,0.25,0.09523809523809523,0.23684210526315788,0.0201965424608677
I just received my new card when I'm about to go overseas on vacation and I want to know if I'm going to have any trouble using it there,hi i just received my new card but i'm about to go overseas on vacation and i want to know if i'm going to have any trouble using it there,0.2101728916168213,9.130625,0.20689655172413793,0.08088235294117647,0.2,0.02301845619733822
hello I'm about to travel abroad and I was just wondering if my card will work where I'm traveling to,hello i'm about to travel abroad and i was just wondering if my card will work where i'm traveling to,0.2294750213623047,9.301375,0.15,0.0297029702970297,0.15,0.024671085873035403
good morning I am going to be taking a trip to Germany shortly and wanted to know whether my bank card will work with,good morning i am going to be taking a trip to germany shortly and wanted to know whether my bank card will work while i am overseas,0.3308379650115967,18.773375,0.25,0.1623931623931624,0.2222222222222222,0.01762272180743189
card work abroad,it is hard work abroad,0.25081539154052734,2.304,1.0,0.4375,0.6,0.10886084702279833
hi I am traveling in Italy right now and I'm just trying to figure out if my,um hi i am travelling in italy right now and i'm just trying to figure out if my debit card is going to work,0.2269911766052246,9.195125,0.6470588235294118,0.4605263157894737,0.4583333333333333,0.024686034894057948
can I use my card in Japan,and i use my curd in japan,0.2528681755065918,6.144,0.5714285714285714,0.19230769230769232,0.5714285714285714,0.04115692960719267
hi I'm going to be going abroad and I'd like to know if I can use my card in England while I'm there and work if I have to do anything special to activate it,hi i'm going to be going abroad and i'd like to know if i can use my card in england um while i'm there or if i have to do anything special to activate it,0.2250969409942627,10.496,0.2571428571428571,0.09554140127388536,0.25,0.021445973798996064
work is sending me overseas you are I was wondering make sure my card will work overseas,hi work is sending me overseas here i was wondering to make sure my card will work overseas can i pay anything and use it without any problems there,0.30687594413757324,16.161125,0.9411764705882353,0.7840909090909091,0.5333333333333333,0.018988526116688862
I'm planning to go to the UK on the 16th and come back on the 24th I was wondering if my car,i'm planning to go to the uk on the sixteenth and come back on the twenty fourth i was wondering if my card would work abroad,0.3266911506652832,11.145625,0.45454545454545453,0.44565217391304346,0.38461538461538464,0.029311155782226945
hi I'm going to be traveling abroad in Japan and I just wondered if I'm going to be able to use my bank card when I'm there if you could let me know that would be great thank you,hi i'm going to be traveveling abroad i'm going to japan and i just wondered if i'm going to be able to use my bank card when i'm there if you could let me know that would be great thank you,0.3452646732330322,11.861375,0.23076923076923078,0.09550561797752809,0.21951219512195122,0.029108317815854587
do I need to do anything for my card to work when I'm abroad,do i need to do anything from my card to work when i'm abroad,0.32651472091674805,7.058875,0.21428571428571427,0.06666666666666667,0.21428571428571427,0.04625591484716021
hello I will be traveling in Europe next month and I wanted to know if my card was work abroad or if there's anything I need to do in order to set that up,hello i will be travelling in europe next month and i wanted to know if my card would work abroad or if there's anything i need to do in order to set that up,0.313030481338501,15.104,0.17647058823529413,0.05844155844155844,0.17647058823529413,0.020725005385229145
hi there I just wanted to know if I'm traveling out of the country with my car,yeah hi there i just wanted to know if i'm traveling out of the country can i still pay for things with my card yeah like i'm going to vacation in japan i just wanted to know if if i wanted to grab a few things can i still use my card over there is that all right,0.3430933952331543,24.576,2.588235294117647,2.3974358974358974,0.7586206896551724,0.013960505990932385
love you to use his card anywhere if I'm in Spain and Portugal,will i be able to use this card um anywhere if i'm in spain and portugal,0.33328866958618164,8.277375,0.6923076923076923,0.2903225806451613,0.5625,0.040265019959368965
hello I'm calling you to see if I can use my card abroad currently I'm in Japan and I don't know if I'm able to use my card processing in some stores,hello i'm calling just to see if i can use my card abroad currently i'm in japan and i don't know if i'm able to use my card 'cause it's not processing in some stores um they,0.30927419662475586,13.397375,0.375,0.22818791946308725,0.32432432432432434,0.023084686113866028
